model,r2_uniform,r2_weighted,mae_mean_pp,rmse_mean_pp,aitchison_mean,r2_tree_cover,r2_grassland,r2_cropland,r2_built_up,r2_bare_sparse,r2_water,mae_tree_cover_pp,mae_grassland_pp,mae_cropland_pp,mae_built_up_pp,mae_bare_sparse_pp,mae_water_pp,pct_valid_sum,pct_valid_range,pct_fully_valid,mean_sum,std_sum,name,fold,stage,feature_set,arch,activation,norm_type,n_layers,d_model,expansion,dropout,input_dropout,lr,weight_decay,mixup_alpha,use_swa,n_features,n_params,epochs,best_val_loss,elapsed_s,run_tag
model,0.8125758171081543,0.9299333691596985,2.6154933497309685,5.888612940907478,7.722612777115435,0.9494310617446899,0.8579014539718628,0.8568633794784546,0.9569055438041687,0.4078562259674072,0.8464877605438232,4.901004582643509,3.650568053126335,1.835157535970211,4.758133366703987,0.26879271026700735,0.27929155621677637,100.0,100.0,100.0,1.0,7.011934854972424e-08,bands_indices_plain_silu_L5_d256_nonorm,0,search,bands_indices,plain,silu,none,5,256,2,0.15,0.0,0.001,0.0001,0.0,False,798,469254,120,0.402012,7.7,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.8591675162315369,0.9342755079269409,2.543678879737854,5.641516670584679,7.461759215137264,0.9509407877922058,0.867521345615387,0.8701344728469849,0.9582629799842834,0.6589747667312622,0.8491601943969727,4.795244708657265,3.5199064761400223,1.7589697614312172,4.682156071066856,0.24054425302892923,0.26526416186243296,100.0,100.0,100.0,1.0,6.940555152823435e-08,bands_indices_plain_silu_L5_d512_nonorm,0,search,bands_indices,plain,silu,none,5,512,2,0.15,0.0,0.001,0.0001,0.0,False,798,1462790,120,0.400648,7.4,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.7898661494255066,0.928517758846283,2.62990053743124,5.980519577860832,7.796899223533168,0.9489056468009949,0.8606679439544678,0.8421096205711365,0.9571930170059204,0.287814736366272,0.8424976468086243,4.904469847679138,3.604833036661148,1.8938200548291206,4.769766330718994,0.3141799010336399,0.29236054979264736,100.0,100.0,100.0,1.0,6.863768220455313e-08,bands_indices_plain_relu_L3_d256_nonorm,0,search,bands_indices,plain,relu,none,3,256,2,0.15,0.0,0.001,0.0001,0.0,False,798,337670,120,0.401834,6.4,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.7859637141227722,0.9286540746688843,2.597268484532833,5.986257269978523,7.5904128389002175,0.9493728280067444,0.8617875576019287,0.8376458883285522,0.9579939842224121,0.2720188498497009,0.8369556665420532,4.870718717575073,3.5519033670425415,1.8778707832098007,4.721030965447426,0.27369402814656496,0.2884023590013385,100.0,100.0,100.0,1.0,6.86461660848181e-08,bands_indices_plain_relu_L3_d512_nonorm,0,search,bands_indices,plain,relu,none,3,512,2,0.15,0.0,0.001,0.0001,0.0,False,798,937478,120,0.399668,6.7,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.79292231798172,0.9300619959831238,2.6284225285053253,5.914216861128807,7.70954861184147,0.9483847618103027,0.8634737730026245,0.8607190847396851,0.9568365216255188,0.2872331142425537,0.8408797979354858,4.942581802606583,3.601682186126709,1.8129575997591019,4.826376959681511,0.29972081538289785,0.28721762355417013,100.0,100.0,100.0,1.0,6.91154369292235e-08,bands_indices_plain_relu_L5_d256_nonorm,0,search,bands_indices,plain,relu,none,5,256,2,0.15,0.0,0.001,0.0001,0.0,False,798,469254,120,0.403513,7.8,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.7912836074829102,0.929145097732544,2.6135876774787903,5.949736014008522,7.562302958524257,0.9480311870574951,0.8572161793708801,0.8623070120811462,0.9566349387168884,0.28560370206832886,0.8379007577896118,4.9208372831344604,3.606366366147995,1.790623925626278,4.8107389360666275,0.2609851770102978,0.2919779857620597,100.0,100.0,100.0,1.0,6.817793263280691e-08,bands_indices_plain_relu_L5_d512_nonorm,0,search,bands_indices,plain,relu,none,5,512,2,0.15,0.0,0.001,0.0001,0.0,False,798,1462790,120,0.40244,7.4,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.8259398937225342,0.930334210395813,2.6453183963894844,5.846593156456947,7.8553915920470425,0.9494343400001526,0.8604857325553894,0.8627734184265137,0.9552005529403687,0.47651243209838867,0.8512223958969116,4.935646802186966,3.607400879263878,1.8907608464360237,4.872725531458855,0.2889307914301753,0.27646112721413374,100.0,100.0,100.0,1.0,6.887486136974985e-08,bands_indices_plain_mish_L3_d256_nonorm,0,search,bands_indices,plain,mish,none,3,256,2,0.15,0.0,0.001,0.0001,0.0,False,798,337670,120,0.401685,6.2,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.8193790316581726,0.9318724870681763,2.587045170366764,5.803905054926872,7.6603980467600215,0.9503028392791748,0.8631038665771484,0.8602043390274048,0.9581620693206787,0.43271201848983765,0.8517792820930481,4.829830303788185,3.59983891248703,1.859327033162117,4.703482240438461,0.26219473220407963,0.26758722960948944,100.0,100.0,100.0,1.0,6.904799221274516e-08,bands_indices_plain_mish_L3_d512_nonorm,0,search,bands_indices,plain,mish,none,3,512,2,0.15,0.0,0.001,0.0001,0.0,False,798,937478,120,0.399954,6.2,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.8345217108726501,0.9305963516235352,2.6159605011343956,5.82631342113018,7.723870936455179,0.9492725133895874,0.8590221405029297,0.8594725131988525,0.9566292762756348,0.5339391231536865,0.8487836122512817,4.908504709601402,3.6361198872327805,1.8349295482039452,4.7805305570364,0.2621871419250965,0.27350354939699173,100.0,100.0,100.0,1.0,6.948103248305415e-08,bands_indices_plain_mish_L5_d256_nonorm,0,search,bands_indices,plain,mish,none,5,256,2,0.15,0.0,0.001,0.0001,0.0,False,798,469254,120,0.401164,7.7,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.8552501797676086,0.9331737160682678,2.5537433102726936,5.69041334092617,7.4800105049191155,0.9507848620414734,0.8648139834403992,0.8674606680870056,0.957274317741394,0.6420445442199707,0.8491114377975464,4.7982122749090195,3.538752719759941,1.7517533153295517,4.724699258804321,0.24048923514783382,0.26856670156121254,100.0,100.0,100.0,1.0,6.945587927020824e-08,bands_indices_plain_mish_L5_d512_nonorm,0,search,bands_indices,plain,mish,none,5,512,2,0.15,0.0,0.001,0.0001,0.0,False,798,1462790,120,0.400436,7.7,stsearch_ep120_bs2048_pat700_min300_seed42
model,-1.4571112394332886,0.37906715273857117,11.893155425786972,17.8627610206604,10.870261415240016,0.39860570430755615,0.284146249294281,-0.006921172142028809,0.6058386564254761,-8.474174499511719,-1.5502009391784668,18.030717968940735,10.52146852016449,10.062102973461151,16.642777621746063,7.670382410287857,8.43147337436676,100.0,100.0,100.0,1.0,6.262092711040168e-08,bands_indices_plain_geglu_L3_d256_nonorm,0,search,bands_indices,plain,geglu,none,3,256,2,0.15,0.0,0.001,0.0001,0.0,False,798,673798,85,0.974474,3.9,stsearch_ep120_bs2048_pat700_min300_seed42
model,-2.190990686416626,0.2612476050853729,13.384710252285004,19.589930772781372,11.298568552992792,0.37554067373275757,0.15987688302993774,-0.07198953628540039,0.4607115387916565,-11.421934127807617,-2.648236036300659,18.01130324602127,11.649028211832047,11.317050457000732,19.97518241405487,9.400688856840134,9.955073893070221,100.0,100.0,100.0,1.0,6.182061440540565e-08,bands_indices_plain_geglu_L3_d512_nonorm,0,search,bands_indices,plain,geglu,none,3,512,2,0.15,0.0,0.001,0.0001,0.0,False,798,1871878,82,1.076315,3.8,stsearch_ep120_bs2048_pat700_min300_seed42
model,-5.0425124168396,-0.7009941935539246,23.938606679439545,28.21919023990631,14.313275130485694,-0.2337585687637329,-0.14888525009155273,-0.5593739748001099,-0.9272626638412476,-23.20857048034668,-5.176448345184326,28.181663155555725,18.289130926132202,18.63912343978882,44.36472952365875,16.94217473268509,17.21760183572769,100.0,100.0,100.0,1.0,8.500922632492802e-08,bands_indices_plain_geglu_L5_d256_nonorm,0,search,bands_indices,plain,geglu,none,5,256,2,0.15,0.0,0.001,0.0001,0.0,False,798,936966,80,1.820153,4.7,stsearch_ep120_bs2048_pat700_min300_seed42
model,-4.828451633453369,-0.6620571613311768,23.59517365694046,27.89224684238434,14.246737130548892,-0.21776926517486572,-0.14452731609344482,-0.51233971118927,-0.8739118576049805,-22.22774887084961,-4.99555778503418,28.091180324554443,18.13587248325348,18.115706741809845,43.85126233100891,16.501471400260925,16.874080896377563,100.0,100.0,100.0,1.0,5.0072788582156136e-08,bands_indices_plain_geglu_L5_d512_nonorm,0,search,bands_indices,plain,geglu,none,5,512,2,0.15,0.0,0.001,0.0001,0.0,False,798,2922502,81,1.794395,5.0,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.8005136847496033,0.9276363849639893,2.643159218132496,5.998949706554413,7.720057588302105,0.9468380212783813,0.86043381690979,0.8620494604110718,0.9530479907989502,0.35598522424697876,0.8247148990631104,4.958781227469444,3.619043156504631,1.8114924430847168,4.872570186853409,0.27317197527736425,0.3238942474126816,100.0,100.0,100.0,1.0,7.043013283691835e-08,bands_indices_residual_gelu_L4_d256,0,search,bands_indices,residual,gelu,layernorm,4,256,2,0.15,0.0,0.001,0.0001,0.0,False,798,1260294,120,0.403724,11.8,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.8191185593605042,0.9262336492538452,2.602671831846237,6.026339158415794,7.454058778521967,0.9474081993103027,0.8533222675323486,0.8421875834465027,0.9540543556213379,0.4895196557044983,0.8282052874565125,4.87932451069355,3.575950115919113,1.8064428120851517,4.792480543255806,0.24717873893678188,0.3146463306620717,100.0,100.0,100.0,1.0,6.988222622794638e-08,bands_indices_residual_gelu_L6_d256,0,search,bands_indices,residual,gelu,layernorm,6,256,2,0.15,0.0,0.001,0.0001,0.0,False,798,1787142,120,0.403077,17.5,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.8149875998497009,0.9266747832298279,2.6177721098065376,6.0098472982645035,7.519951422873426,0.9459864497184753,0.8560330271720886,0.8569056987762451,0.9528399705886841,0.4479510188102722,0.8301960229873657,4.915688931941986,3.5656414926052094,1.8028251826763153,4.86333891749382,0.25039874017238617,0.3087327117100358,100.0,100.0,100.0,1.0,7.04218621194741e-08,bands_indices_residual_gelu_L8_d256,0,search,bands_indices,residual,gelu,layernorm,8,256,2,0.15,0.0,0.001,0.0001,0.0,False,798,2313990,120,0.402681,20.3,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.8167511820793152,0.9255773425102234,2.6430003345012665,6.050537526607513,7.508480009863727,0.9459228515625,0.8535398244857788,0.8452889919281006,0.9531189799308777,0.47240954637527466,0.830213189125061,4.936344176530838,3.623051941394806,1.855149120092392,4.881922900676727,0.25124542880803347,0.3102824790403247,100.0,100.0,100.0,1.0,6.927115947519269e-08,bands_indices_residual_gelu_L10_d256,0,search,bands_indices,residual,gelu,layernorm,10,256,2,0.15,0.0,0.001,0.0001,0.0,False,798,2840838,120,0.402465,22.3,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.8052167892456055,0.9252684116363525,2.6186740025877953,6.0773104429244995,7.491091108849467,0.9479290843009949,0.8542534708976746,0.8434081077575684,0.9514321088790894,0.4014607071876526,0.8328041434288025,4.8599973320961,3.5980507731437683,1.8255943432450294,4.847941547632217,0.2618849743157625,0.31856477726250887,100.0,100.0,100.0,1.0,7.013595393345895e-08,bands_indices_residual_gelu_L12_d256,0,search,bands_indices,residual,gelu,layernorm,12,256,2,0.15,0.0,0.001,0.0001,0.0,False,798,3367686,120,0.402396,25.9,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.7993690371513367,0.9266447424888611,2.681681513786316,6.042392924427986,7.972115684750831,0.9471938014030457,0.8598072528839111,0.8489208817481995,0.9531245827674866,0.3623186945915222,0.8248330354690552,4.982257634401321,3.619106486439705,1.9309153780341148,4.937693476676941,0.2903952728956938,0.3297185758128762,100.0,100.0,100.0,1.0,7.001544588547404e-08,bands_indices_residual_gelu_L6_d128,0,search,bands_indices,residual,gelu,layernorm,6,128,2,0.15,0.0,0.001,0.0001,0.0,False,798,500358,120,0.403998,16.6,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.8031584620475769,0.9276983737945557,2.651546336710453,5.999822914600372,7.851869647284543,0.9474102854728699,0.8588812351226807,0.8533290028572083,0.9547442197799683,0.3819442391395569,0.8226264119148254,4.9621060490608215,3.5977736115455627,1.9026173278689384,4.839857667684555,0.27853131759911776,0.3283960046246648,100.0,100.0,100.0,1.0,7.025626302947785e-08,bands_indices_residual_gelu_L12_d128,0,search,bands_indices,residual,gelu,layernorm,12,128,2,0.15,0.0,0.001,0.0001,0.0,False,798,897414,120,0.402654,25.2,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.8015613555908203,0.9267113208770752,2.6771726086735725,6.032077968120575,7.8559998058714156,0.9468075633049011,0.8573362827301025,0.8575388789176941,0.9525819420814514,0.37028366327285767,0.8248067498207092,4.994148761034012,3.6553066223859787,1.8824530765414238,4.9275953322649,0.281391735188663,0.3221405204385519,100.0,100.0,100.0,1.0,6.943491115407596e-08,bands_indices_residual_silu_L4_d256,0,search,bands_indices,residual,silu,layernorm,4,256,2,0.15,0.0,0.001,0.0001,0.0,False,798,1260294,120,0.405006,12.0,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.8104613423347473,0.9278567433357239,2.6154085993766785,5.983824655413628,7.633781397689348,0.9477327466011047,0.8590098023414612,0.8529307842254639,0.9545530080795288,0.42662709951400757,0.8219011425971985,4.906808957457542,3.5839736461639404,1.8239492550492287,4.798435792326927,0.25932262651622295,0.3199692349880934,100.0,100.0,100.0,1.0,6.998632784416259e-08,bands_indices_residual_silu_L6_d256,0,search,bands_indices,residual,silu,layernorm,6,256,2,0.15,0.0,0.001,0.0001,0.0,False,798,1787142,120,0.404356,15.7,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.8072147965431213,0.9277368783950806,2.6511607691645622,5.985717102885246,7.720267144732978,0.9472558498382568,0.858275294303894,0.8615337014198303,0.9533284306526184,0.39779525995254517,0.825087308883667,4.969047009944916,3.606671839952469,1.8630502745509148,4.881224408745766,0.2698655007407069,0.3171124495565891,100.0,100.0,100.0,1.0,7.088759446105541e-08,bands_indices_residual_silu_L8_d256,0,search,bands_indices,residual,silu,layernorm,8,256,2,0.15,0.0,0.001,0.0001,0.0,False,798,2313990,120,0.403972,19.2,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.8034963607788086,0.9271745085716248,2.63618603348732,6.011447310447693,7.664136145272765,0.9478291273117065,0.8600419163703918,0.8553338646888733,0.9522822499275208,0.37670767307281494,0.8287707567214966,4.935853183269501,3.5759713500738144,1.837700977921486,4.887311905622482,0.26692047249525785,0.3133424324914813,100.0,100.0,100.0,1.0,6.919544404127009e-08,bands_indices_residual_silu_L10_d256,0,search,bands_indices,residual,silu,layernorm,10,256,2,0.15,0.0,0.001,0.0001,0.0,False,798,2840838,120,0.403807,21.6,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.7949352264404297,0.9262927174568176,2.632729709148407,6.061320006847382,7.678370667344209,0.9480591416358948,0.8588317036628723,0.8474943041801453,0.9523842930793762,0.3384699821472168,0.8243590593338013,4.901215434074402,3.5910535603761673,1.8509741872549057,4.853805899620056,0.27736485935747623,0.3219540696591139,100.0,100.0,100.0,1.0,7.021065329126941e-08,bands_indices_residual_silu_L12_d256,0,search,bands_indices,residual,silu,layernorm,12,256,2,0.15,0.0,0.001,0.0001,0.0,False,798,3367686,120,0.403645,25.7,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.8031692504882812,0.9261175394058228,2.719300054013729,6.056943163275719,8.074227212107926,0.9468979239463806,0.8577433824539185,0.8461893200874329,0.9530626535415649,0.3910783529281616,0.8240278959274292,5.051788687705994,3.669365867972374,1.9866285845637321,4.989380389451981,0.29079471714794636,0.3278320422396064,100.0,100.0,100.0,1.0,6.884102532467296e-08,bands_indices_residual_silu_L6_d128,0,search,bands_indices,residual,silu,layernorm,6,128,2,0.15,0.0,0.001,0.0001,0.0,False,798,500358,120,0.405992,16.0,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.8045191168785095,0.9269266724586487,2.6852956041693687,6.025457382202148,7.980663365068138,0.9473168849945068,0.8568002581596375,0.8495663404464722,0.9542046785354614,0.39518022537231445,0.8240303993225098,4.995579272508621,3.658667951822281,1.9564107060432434,4.889446496963501,0.2812648192048073,0.33041113056242466,100.0,100.0,100.0,1.0,6.90269033043478e-08,bands_indices_residual_silu_L12_d128,0,search,bands_indices,residual,silu,layernorm,12,128,2,0.15,0.0,0.001,0.0001,0.0,False,798,897414,120,0.404694,25.9,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.8044557571411133,0.9274198412895203,2.65779048204422,6.0005974024534225,7.721821867090187,0.9470565319061279,0.8609030842781067,0.8594363927841187,0.9524606466293335,0.37987345457077026,0.8269906640052795,4.9674391746521,3.6369100213050842,1.8215769901871681,4.931843653321266,0.27126199565827847,0.3176973666995764,100.0,100.0,100.0,1.0,6.846351396916361e-08,bands_indices_residual_relu_L4_d256,0,search,bands_indices,residual,relu,layernorm,4,256,2,0.15,0.0,0.001,0.0001,0.0,False,798,1260294,120,0.403356,12.4,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.8252890706062317,0.9269236326217651,2.612128295004368,5.986055359244347,7.393626815272463,0.9466928839683533,0.852683424949646,0.852742075920105,0.9540989398956299,0.5153141021728516,0.8301892280578613,4.908856377005577,3.591347113251686,1.786489598453045,4.82558086514473,0.24943959433585405,0.31106474343687296,100.0,100.0,100.0,1.0,6.997384360829528e-08,bands_indices_residual_relu_L6_d256,0,search,bands_indices,residual,relu,layernorm,6,256,2,0.15,0.0,0.001,0.0001,0.0,False,798,1787142,120,0.402989,15.9,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.8154870867729187,0.9279351234436035,2.6384687051177025,5.960250273346901,7.583669744563047,0.9461820721626282,0.8556191921234131,0.8614416718482971,0.9547814130783081,0.44040417671203613,0.834479808807373,4.982147738337517,3.6193083971738815,1.8204603344202042,4.843916743993759,0.26260162703692913,0.30237368773669004,100.0,100.0,100.0,1.0,6.901846205664697e-08,bands_indices_residual_relu_L8_d256,0,search,bands_indices,residual,relu,layernorm,8,256,2,0.15,0.0,0.001,0.0001,0.0,False,798,2313990,120,0.402199,19.1,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.8105228543281555,0.92747563123703,2.6463592424988747,5.9875112026929855,7.577681961616155,0.9455792307853699,0.8551951050758362,0.8589129447937012,0.9551041722297668,0.4167638421058655,0.8315681219100952,4.983796551823616,3.641202300786972,1.8232274800539017,4.839750379323959,0.2778750844299793,0.3122966969385743,100.0,100.0,100.0,1.0,6.949779418619073e-08,bands_indices_residual_relu_L10_d256,0,search,bands_indices,residual,relu,layernorm,10,256,2,0.15,0.0,0.001,0.0001,0.0,False,798,2840838,120,0.401806,23.4,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.810535192489624,0.9269542694091797,2.612476609647274,6.004511937499046,7.426319578402882,0.9471994042396545,0.8547856211662292,0.855833888053894,0.9531884789466858,0.4174724817276001,0.8347182273864746,4.899883270263672,3.5797134041786194,1.7682543024420738,4.855448380112648,0.2607005415484309,0.310860644094646,100.0,100.0,100.0,1.0,6.957317566502752e-08,bands_indices_residual_relu_L12_d256,0,search,bands_indices,residual,relu,layernorm,12,256,2,0.15,0.0,0.001,0.0001,0.0,False,798,3367686,120,0.402032,25.7,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.8024742007255554,0.9261685013771057,2.6944005861878395,6.0510944575071335,7.981369660516806,0.9472110867500305,0.856280505657196,0.849288821220398,0.9526740312576294,0.3803080916404724,0.8290668725967407,4.992102086544037,3.661263734102249,1.9125491380691528,4.980736970901489,0.29893817845731974,0.320813967846334,100.0,100.0,100.0,1.0,6.940974373037534e-08,bands_indices_residual_relu_L6_d128,0,search,bands_indices,residual,relu,layernorm,6,128,2,0.15,0.0,0.001,0.0001,0.0,False,798,500358,120,0.403518,16.3,stsearch_ep120_bs2048_pat700_min300_seed42
